Date, Close/Last, Volume, Open, High, Low
04/17/2020, $31.23, 34656150, $30.85, $31.25, $30.7
04/16/2020, $30.16, 32533860, $30.28, $30.28, $29.705
04/15/2020, $30.09, 37542890, $30.63, $30.9599, $29.96
04/14/2020, $31.13, 31941490, $30.69, $31.155, $30.35
04/13/2020, $30.19, 34145820, $30.5, $30.715, $29.9
04/09/2020, $30.73, 50332670, $30, $30.94, $29.99
04/08/2020, $29.89, 40793290, $29.95, $30, $29.1
04/07/2020, $30.08, 54265550, $30.44, $30.97, $30.07
04/06/2020, $29.44, 53502010, $28.4, $29.68, $28.31
04/03/2020, $27.46, 53443180, $28.53, $28.74, $27.25
04/02/2020, $28.76, 33818420, $28, $28.87, $28
04/01/2020, $28.05, 54645990, $28.38, $28.58, $27.7
03/31/2020, $29.15, 69813370, $30.04, $30.13, $29.05
03/30/2020, $30.23, 41629880, $29.9, $30.41, $29.48
03/27/2020, $29.84, 46386010, $29.69, $30.82, $29.22
03/26/2020, $30.6, 64092410, $28.68, $30.96, $28.68
03/25/2020, $28.4, 68027710, $28.08, $29.93, $27.37
03/24/2020, $28.09, 76300910, $28, $28.3, $26.84
03/23/2020, $26.77, 96884140, $27.39, $27.71, $26.08
03/20/2020, $28.45, 116732300, $30.46, $30.5, $28.18
03/19/2020, $31.15, 60817170, $31.36, $32.49, $30.5
03/18/2020, $32.85, 76034400, $32, $32.91, $30.25
03/17/2020, $33.74, 59642020, $32.12, $34.061, $32.01
03/16/2020, $31.81, 58776600, $31, $33.8901, $30.92
03/13/2020, $34.47, 64688760, $32.92, $34.61, $31.855
03/12/2020, $31.33, 84215240, $31.86, $33.43, $31.06
03/11/2020, $34.52, 45340450, $34.85, $35.07, $34.16
03/10/2020, $35.85, 56660610, $35.51, $35.89, $34.24
03/09/2020, $34.69, 67968650, $35.01, $36.15, $34.38
03/06/2020, $37.03, 48883080, $36.71, $37.25, $36.18
03/05/2020, $37.18, 45298120, $37.4, $37.925, $36.97
03/04/2020, $38.18, 42070350, $37.02, $38.22, $36.72
03/03/2020, $36.3, 63808010, $37.26, $37.96, $35.87
03/02/2020, $37.18, 68432790, $35.37, $37.42, $35.29
02/28/2020, $35.22, 121099700, $34, $35.72, $33.01
02/27/2020, $35.73, 66325720, $36.58, $36.913, $35.36
02/26/2020, $37.1, 40268170, $37.19, $37.785, $36.92
02/25/2020, $37.35, 48886210, $38.11, $38.28, $37.26
02/24/2020, $38.05, 34886900, $37.99, $38.51, $37.98
02/21/2020, $38.55, 28468240, $38.52, $38.68, $38.365
02/20/2020, $38.61, 27176130, $38.4, $38.67, $38.31
02/19/2020, $38.44, 22601210, $38.24, $38.65, $38.16
02/18/2020, $38.26, 24280100, $38.18, $38.3194, $38.04
02/14/2020, $38.25, 27388870, $38.28, $38.47, $38.11
02/13/2020, $38.31, 24627630, $37.88, $38.43, $37.855
02/12/2020, $38.04, 31309380, $38.19, $38.33, $38.02
02/11/2020, $38.17, 31978010, $38.49, $38.82, $37.9
02/10/2020, $38.34, 18544340, $38.42, $38.54, $38.1
02/07/2020, $38.45, 25198660, $38.45, $38.72, $38.36
02/06/2020, $38.44, 26212560, $37.8603, $38.48, $37.8603
02/05/2020, $37.81, 24637490, $37.73, $37.95, $37.52
02/04/2020, $37.63, 31958850, $37.08, $37.74, $36.935
02/03/2020, $36.96, 40785830, $37.96, $37.97, $36.8
01/31/2020, $37.62, 41160010, $37.32, $37.76, $37.25
01/30/2020, $37.43, 50680310, $36.47, $37.45, $36.32
01/29/2020, $37.05, 57974420, $38.5, $38.56, $37.025
01/28/2020, $38.58, 30847840, $38.32, $38.8, $38.27
01/27/2020, $38.25, 35221570, $38.02, $38.57, $38.01
01/24/2020, $38.5, 34465330, $38.6, $38.78, $38.23
01/23/2020, $38.63, 29007980, $38.96, $38.99, $38.55
01/22/2020, $39.04, 36134770, $38.68, $39.14, $38.64
01/21/2020, $38.52, 43754580, $38.35, $38.64, $38.18
01/17/2020, $38.38, 33593550, $38.05, $38.44, $37.98
01/16/2020, $38.03, 27320260, $37.99, $38.13, $37.77
01/15/2020, $37.87, 26077240, $37.97, $38.025, $37.79
01/14/2020, $38.09, 26536990, $38.06, $38.185, $37.95
01/13/2020, $38.1, 33073730, $38.54, $38.55, $38.02
01/10/2020, $38.57, 29723000, $38.81, $38.95, $38.57
01/09/2020, $38.8, 39456700, $38.92, $39, $38.55
01/08/2020, $39.37, 40542490, $39.33, $39.55, $39.29
01/07/2020, $39.25, 28375360, $39.08, $39.3, $38.98
01/06/2020, $39.1, 38696250, $38.99, $39.15, $38.82
01/03/2020, $39.06, 27416010, $38.58, $39.2, $38.57
01/02/2020, $38.86, 30256310, $39.16, $39.22, $38.71
12/31/2019, $39.08, 20218350, $39.01, $39.11, $38.86
12/30/2019, $39.04, 17671580, $39.27, $39.28, $38.98
12/27/2019, $39.24, 15434020, $39.24, $39.36, $39.2
12/26/2019, $39.16, 19818850, $38.99, $39.2, $38.97
12/24/2019, $38.96, 8697213, $39.1, $39.12, $38.9
12/23/2019, $39.07, 29142240, $39.25, $39.432, $39.04
12/20/2019, $39.15, 48371160, $39.21, $39.26, $38.89
12/19/2019, $38.93, 26773190, $38.79, $38.93, $38.66
12/18/2019, $38.74, 28439740, $38.6, $38.93, $38.59
12/17/2019, $38.5, 34741140, $38.6, $38.7, $38.45
12/16/2019, $38.59, 24046920, $38.37, $38.65, $38.37
12/13/2019, $38.26, 24895940, $38.21, $38.28, $37.95
12/12/2019, $38.35, 23599000, $38.2, $38.57, $38.2
12/11/2019, $38.17, 18529000, $38.02, $38.25, $38
12/10/2019, $38.06, 21783880, $38.07, $38.27, $37.82
12/09/2019, $38.04, 20702330, $38.12, $38.43, $38.03
12/06/2019, $38.2, 22613840, $38.29, $38.58, $38.135
12/05/2019, $38.19, 21764570, $38.12, $38.36, $38.01
12/04/2019, $38.1, 38236930, $37.59, $38.36, $37.51
12/03/2019, $37.55, 24870030, $37.2, $37.55, $36.905
12/02/2019, $37.32, 24887610, $37.48, $37.48, $37.23
11/29/2019, $37.38, 18172510, $37.74, $37.96, $37.36
11/27/2019, $37.66, 17069490, $37.44, $37.82, $37.4
11/26/2019, $37.4, 54029540, $37.28, $37.44, $36.77
11/25/2019, $37.26, 32466120, $37.9, $37.9, $37.18
11/22/2019, $37.75, 19877070, $37.75, $37.93, $37.69
11/21/2019, $37.6, 31358460, $37.03, $37.7, $37.03
11/20/2019, $37.18, 69861440, $37.09, $37.61, $36.4
11/19/2019, $38, 64556820, $38.92, $38.97, $37.37
11/18/2019, $39.63, 25969680, $39.3, $39.7, $39.21
11/15/2019, $39.5, 31476780, $39.13, $39.51, $39.06
11/14/2019, $38.95, 27469010, $38.97, $39.08, $38.69
11/13/2019, $39.16, 16596950, $39.19, $39.31, $39.05
11/12/2019, $39.17, 16550110, $39.35, $39.48, $39.07
11/11/2019, $39.37, 13585580, $39.26, $39.38, $39.2
11/08/2019, $39.38, 18635140, $39.34, $39.425, $39.09
11/07/2019, $39.42, 25542400, $39.29, $39.58, $39.25
11/06/2019, $39.25, 21999340, $39.25, $39.28, $38.99
11/05/2019, $39.17, 29715470, $38.81, $39.31, $38.79
11/04/2019, $38.89, 35861680, $39.1, $39.5, $38.86
11/01/2019, $38.95, 35232730, $38.95, $39.02, $38.74
10/31/2019, $38.49, 39485030, $38.21, $38.49, $37.88
10/30/2019, $38.2, 34018830, $38.39, $38.8675, $38.11
10/29/2019, $38.06, 26710020, $38.49, $38.49, $37.98
10/28/2019, $38.49, 62238150, $38.3, $38.86, $37.97
10/25/2019, $36.91, 33280770, $36.94, $37.17, $36.72
10/24/2019, $36.82, 40910410, $37.69, $37.77, $36.54
10/23/2019, $37.74, 24362380, $38.01, $38.14, $37.625
10/22/2019, $38.17, 20373530, $37.82, $38.36, $37.6
10/21/2019, $38.23, 28041280, $38.42, $38.62, $38.19
